Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
DE000BHY0GB5,1.5% SNR NPF NTS 18/04/28 EUR100000'116',227902,Berlin Hyp AG,Financials,Germany,17/04/2018,21/06/2022,21/06/2022,500,EUR,1.14,18-04-28,1.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"271,483",NA,NA,NA,"271,483",NA,NA,"1,912","17,291","21,027","190,201",NA,5,NA,NA,-7,"-3,852",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
DE000BHY0GA7,0.5% SNR NTS 05/11/2029 EUR100000 'REGS',227902,Berlin Hyp AG,Financials,Germany,04/11/2019,21/06/2022,21/06/2022,500,EUR,1.15,5/11/2029,0.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"272,126",NA,NA,NA,"272,126",NA,NA,"1,916","17,249","21,077","189,743",NA,5,NA,NA,-7,"-3,834",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
DE000BHY0GC3,0.625% PFBRF SNR SEC 22/10/2025 EUR1000,227902,Berlin Hyp AG,Financials,Germany,22/10/2018,21/06/2022,21/06/2022,500,EUR,1.14,22-10-25,0.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"270,631",NA,NA,NA,"270,631",NA,NA,"1,906","17,237","15,244","137,894",NA,5,NA,NA,-7,"-3,840",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
DE000BHY0GU5,0.5% SNR NTS 26/09/23 EUR100000'112'REGS,227902,Berlin Hyp AG,Financials,Germany,26/09/2016,21/06/2022,21/06/2022,500,EUR,1.14,26-09-23,0.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,"-3,950",1,NA,NA,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
DE000BHY0GD1,0.01% PFBRF SNR 07/07/2028 EUR1000'REGS',227902,Berlin Hyp AG,Financials,Germany,07/07/2020,13/06/2022,13/06/2022,500,EUR,1.16,7/7/2028,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"275,620",NA,NA,NA,"275,620",NA,NA,"1,941","17,390","17,466","156,507",NA,5,NA,NA,-7,"-3,856",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
DE000BHY0GE9,0.01% PFBRF SNR 02/09/2030 EUR1000'REGS',227902,Berlin Hyp AG,Financials,Germany,24/03/2021,31/05/2022,31/05/2022,500,EUR,1.15,24-01-28,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"271,713",NA,NA,NA,"271,713",NA,NA,"1,913","17,285","15,305","138,281",NA,5,NA,NA,-7,"-3,849",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
XS2398746144,1.625% GTD SNR EMTN 20/04/2030 EUR100000,NA,Blackstone Property Partners Europe Holdings S.? r.l.,Real Estate,Luxembourg,20/10/2021,14/06/2022,14/06/2022,500,EUR,1.11,20-04-30,1.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,"246,425",NA,NA,NA,"246,425",NA,NA,"1,752","16,773","17,521","167,734",NA,5,NA,NA,-7,"-3,839",1,NA,NA,NA,Low,NA,82,1,80,75,100,100,43,https://bppeh.blackstone.com/wp-content/uploads/sites/9/2022/04/BPPEH-2021-Annual-Report.pdf?v=1648833182#page=25
XS1808338542,1% SNR NPF EMTN 17/04/24 EUR100000'18720,44303,BNP Paribas SA,Financials,France,17/04/2018,13/06/2022,13/06/2022,500,EUR,1.14,17-04-24,1,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,59,0,0,3,3,1,33,0,0,2,0,0,0,0,33,26,0,0,0,0,0,0,17,1,0,0,2,1,0,0,"3,444","55,637",NA,NA,"3,444","55,637",NA,NA,"18,231","29,527","127,615","206,689",81,8,NA,NA,-435,"-248,641",1,"-1,002","-573,400",1,Low,85,82,1,94,75,100,100,100,https://invest.bnpparibas/en/document/green-bond-reporting-methodology-notes-2021
US18539UAC99,SR NT RULE 144A 4.750 Mar-15-2028,191264,Clearway Energy Operating LLC,Financials,United States,04/12/2019,14/06/2022,14/06/2022,600,USD,1,15-03-28,4.75,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,88,1,63,75,100,33,43,http://investor.clearwayenergy.com/static-files/efa32b84-895a-444c-9045-ec233fa5a546; http://investor.clearwayenergy.com/green-bond-and-acquired-alta-wind-farm; https://clearwayenergy.gcs-web.com/operations
XS2390546849,1.5% SNR EMTN 27/09/31 EUR100000'7''REGS,247006,CTP N.V.,Real Estate,Netherlands,27/09/2021,13/06/2022,13/06/2022,500,EUR,1.11,27-09-31,1.5,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,57,0,100,100,29,https://www.ctp.eu/files/2021/09/CTP-NV-Pricing-Supplement-EUR-500m-2031-Eurobonds.pdf
XS2390530330,0.625% SNR EMTN 27/09/2026 EUR100000 '6',247006,CTP N.V.,Real Estate,Netherlands,27/09/2021,13/06/2022,13/06/2022,500,EUR,1.11,27-09-26,0.63,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,57,0,100,100,29,https://www.ctp.eu/files/2021/09/CTP-NV-Pricing-Supplement-EUR-500m-2026-Eurobonds.pdf
XS2356030556,1.25% SNR EMTN 21/06/29 EUR100000'5'REGS,247006,CTP N.V.,Real Estate,Netherlands,21/06/2021,13/06/2022,13/06/2022,500,EUR,1.13,21-06-29,1.25,Green,0,0,100,0,0,0,0,Buildings,97,0,0,0,0,0,0,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,NA,"243,837",NA,NA,NA,"243,837",NA,NA,"1,734","16,597","15,603","149,375",NA,5,NA,NA,-7,"-3,799",1,NA,NA,NA,Moderate,NA,80,1,86,74,100,100,71,https://www.ctp.eu/files/2021/09/CTP-NV-Green-bond-Report-24-09-2021.pdf
XS2342250227,1.125% GTD SNR NTS 26/05/28 EUR1000'REGS,209800,Cyrusone Europe Finance Designated Activity Company,Industrials,Ireland,26/05/2021,31/05/2022,31/05/2022,500,EUR,1.14,26-05-28,1.13,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,36,1,57,0,100,100,29,https://cyrusone.com/wp-content/uploads/2021/05/CyrusOne-Green-Bond-Framework-2021.pdf; https://cyrusone.com/wp-content/uploads/2022/04/May-23-amendment-to-annual-report.pdf; https://www.nasdaq.com/press-release/cyrusone-inc.-prices-offering-of-green-euro-denominated-senior-notes-2021-05-13; https://www.marketwatch.com/investing/secfile/15118052
XS2351220814,0.75%-FR SNR NPF EMTN 09/06/29 EUR100000,42796,Danske Bank A/S,Financials,Denmark,09/06/2021,26/05/2022,26/05/2022,500,EUR,1.13,9/6/2029,0.75,Green,0,0,100,0,0,0,0,Buildings,100,24,0,0,2,8,0,60,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-244,"-138,269",1,NA,97,58,1,94,75,100,100,100,https://danskebank.com/-/media/danske-bank-com/pdf/investor-relations/debt/green-bonds/green-bond-impact-report-2021.pdf
XS2356091269,0.25% SNR NPF NTS 22/06/26 EUR100000'928,240056,de Volksbank N.V.,Financials,Netherlands,22/06/2021,31/05/2022,31/05/2022,500,EUR,1.13,22-06-26,0.25,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"258,642",NA,NA,NA,"258,642",NA,NA,"2,118","27,277","12,710","163,664",NA,6,NA,NA,-12,"-6,974",1,NA,NA,NA,Low,26,75,1,80,75,100,100,43,https://www.devolksbank.nl/assets/files/Investor-Relations/Debt-informatie/XS2356091269-Final-Terms-Green-SNP-Notes.pdf; https://www.devolksbank.nl/assets/files/Green-Bond-Framework-de-Volksbank-2021.pdf; https://www.devolksbank.nl/assets/files/ISS-ESG-Second-Party-Opinion-2021.pdf; https://www.devolksbank.nl/assets/files/IP-Green-Bond-Framework-2021.pdf
XS2353312254,0.125% SNR EMTN 16/06/2031 EUR1000 '66',244763,Eika Boligkreditt AS,Financials,Norway,16/06/2021,13/06/2022,13/06/2022,500,EUR,1.13,16-06-31,0.13,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"293,599",NA,NA,NA,"293,599",NA,NA,"2,405","22,100","26,452","243,101",NA,5,NA,NA,-9,"-4,962",1,-4,"-2,092",1,Moderate,NA,75,1,94,75,100,100,100,https://eikbol.no/-/media/banker/eika-boligkreditt/pdf/ESG/Engelsk/2021-Eika-Boligkreditt---Residental-building-portfolio--carbon-and-energy-footprint.pdf?la=en; https://eikbol.no/-/media/banker/eika-boligkreditt/pdf/green_bonds/2022/Eika-Green-IP.pdf?la=en; https://eikbol.no/-/media/banker/eika-boligkreditt/pdf/green_bonds/2021/Eika---Impact-report-2021.pdf?la=en; https://eikbol.no/-/media/banker/eika-boligkreditt/pdf/green_bonds/2021/Eika-Allocation-report/Eika---Allocation-report-q4-2021.pdf?la=en; https://eikbol.no/-/media/banker/eika-boligkreditt/pdf/green_bonds/2022/Allocation-report/Eika---Allocation-report-q1-2022-Final.pdf?la=en
XS2092381107,6.375% GTD SNR NTS 15/12/2024 EUR100000,47876,Ellaktor Value PLC,Industrials,United Kingdom,12/12/2019,13/06/2022,13/06/2022,600,EUR,1.15,15-12-24,6.38,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,263",NA,NA,NA,"5,263",NA,NA,NA,"12,871","20,155","77,227","120,928",39,NA,NA,NA,-707,"-487,286",1,"-1,088","-749,552",1,Moderate,30,85,1,100,100,100,100,100,https://ellaktor.com/wp-content/uploads/2021/07/SUSTAINABILITY-REPORT-ENGL-27.07.2021.pdf; https://ellaktor.com/en/homepage/senior-notes-summary-term-sheet/
XS2381272207,1.375%-FRN SUB 31/08/2081 EUR100000'REGS,42764,EnBW Energie Baden-W?rttemberg AG,Utilities,Germany,31/08/2021,15/06/2022,15/06/2022,500,EUR,1.12,31-08-81,1.38,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,97,0,0,0,3,0,0,0,0,0,0,0,0,0,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"330,134", NA , NA , NA ,"330,134", NA , NA , NA ,"74,841","94,109","4,565,292","5,740,655",99, NA , NA , NA ,"-3,584","-2,008,419",1,-191,"-107,201",0,Moderate,36,85,1,77,75,100,33,100,https://www.enbw.com/media/investoren/investors_images/green_bond/documents/enbw-green-bond-impact-report-2021.pdf
XS1901055472,1.875% GTD SNR NTS 31/10/2033 EUR1000'21,240084,EnBW International Finance B.V.,Financials,Netherlands,31/10/2018,15/06/2022,15/06/2022,500,EUR,1.14,31-10-33,1.88,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,98,0,0,0,2,0,0,0,0,0,0,0,0,0,93,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,347", NA , NA , NA ,"10,347", NA , NA , NA ,"10,879","13,922","174,065","222,752",45, NA , NA , NA ,-605,"-344,945",1,-736,"-419,544",1,Moderate,36,86,1,77,75,100,33,100,https://www.enbw.com/media/investoren/investors_images/green_bond/documents/enbw-green-bond-impact-report-2021.pdf
XS2331315635,0.375% SNR EMTN 14/04/2033 EUR100000 '7',231344,Enexis Holding N.V.,Utilities,Netherlands,14/04/2021,27/05/2022,27/05/2022,500,EUR,1.14,14-04-33,0.38,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,73,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,NA,"5,289",NA,NA,NA,"5,289",NA,NA,38,462,453,"5,545",NA,7,NA,NA,0,-116,0,"-1,866","-1,067,099",1,Low,NA,67,0,94,75,100,100,100,https://www.enexisgroep.nl/media/3168/green-bond-impact-and-allocation-report_202106.pdf
XS2386650274,0.875% SNR EMTN 15/09/2031 EUR100000 '3',51390,ERG S.p.A.,Utilities,Italy,15/09/2021,01/06/2022,01/06/2022,500,EUR,1.12,15-09-31,0.88,Green,0,0,88,0,0,0,12,Renewable Electricity and Heat Production,88,88,0,0,0,0,0,0,0,0,0,0,0,12,0,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,955",NA,NA,NA,"3,955",NA,NA,NA,"6,543","9,598","71,977","105,581",66,NA,NA,NA,-65,"-36,174",1,-134,"-75,000",1,Moderate,72,79,1,97,88,100,100,100,https://www.erg.eu/c/document_library/get_file?uuid=be5cdab3-d64a-1cdb-b4be-6f928e29ae58&groupId=10181&version=1.0
XS2171713006,1.113% GTD SNR NTS 15/05/32 EUR100000'5',239079,Eurogrid GmbH,Utilities,Germany,15/05/2020,16/06/2022,16/06/2022,750,EUR,1.16,15-05-32,1.11,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,384",NA,NA,NA,"33,384",NA,NA,NA,"21,484","40,528","279,293","526,866",NA,NA,NA,NA,"-1,584","-1,376,583",NA,"-1,082","-939,888",0,Moderate,79,NA,0,100,100,100,100,100,https://www.eurogrid.com/Portals/1/Content/Investor%20Relations/Green%20Financing/Green%20Bond%20Reporting/2021/Eurogrid%20GreenBond%20Report%202021.pdf?ver=2022-04-28-093303-537
XS2194790262,0.01% SNR BDS 15/11/35 EUR1000'2460/0100,91158,European Investment Bank,Financials,Luxembourg,29/06/2020,21/06/2022,21/06/2022,1000,EUR,1.16,15-11-35,0.01,Green,2,6,92,0,0,0,0,Transport,100,29,0,0,5,53,0,13,0,0,0,0,0,0,0,6,23,0,0,0,0,0,0,10,3,0,27,26,0,0,0,782,"49,694","2,051,470,251",NA,782,"49,694","2,051,470,251",NA,"1,849","12,333","29,578","197,324",14,6,0,NA,-23,"-26,640",0,-100,"-116,436",1,Low,97,78,1,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-impact-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-allocation-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-allocation-report-2021-unaudited.xlsx
XS1572222526,1.5% SNR BDS 02/03/2027 SEK10000 '2287',91158,European Investment Bank,Financials,Luxembourg,02/03/2017,14/06/2022,14/06/2022,750,SEK,0.11,2/3/2027,1.5,Green,0,7,93,0,0,0,0,Renewable Electricity and Heat Production,100,69,0,0,4,0,0,18,0,0,0,0,8,0,0,60,3,0,0,0,2,0,0,18,8,0,0,0,0,0,0,"2,307","6,898", NA , NA ,"2,307","6,898", NA , NA ,"3,070","5,627","33,765","61,899",32,6, NA , NA ,"-1,061","-89,145",1,"-1,360","-114,334",1,Low,NA,83,1,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-statement-2017.pdf; https://www.eib.org/attachments/fi/eib-cab-framework-31-12-2018-signed_secured.pdf; https://www.eib.org/attachments/fi/cab-allocation-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-allocation-report-2020.xlsx
US298785HD17,GLOBAL SR BD 2.125 Apr-13-2026,91158,European Investment Bank,Financials,Luxembourg,06/04/2016,30/05/2022,30/05/2022,1500,USD,1,13-04-26,2.13,Green,2,10,88,0,0,0,0,Renewable Electricity and Heat Production,100,43,0,0,29,0,0,6,0,0,2,0,19,0,0,15,4,21,0,0,3,0,0,0,0,0,0,0,0,0,0,"6,269",NA,NA,NA,"6,269",NA,NA,NA,"4,770","169,355","52,469","1,862,909",199,NA,NA,NA,-44,"-66,484",0,-173,"-259,753",1,Low,NA,75,0,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-statement-2016.pdf; https://www.eib.org/attachments/fi/cab-statement-2017.pdf
AU3CB0245884,3.3% SNR MTN 03/02/2028 AUD500000,91158,European Investment Bank,Financials,Luxembourg,03/08/2017,25/05/2022,25/05/2022,200,AUD,0.73,3/2/2028,3.3,Sustainable,2,3,91,4,0,0,0,Renewable Electricity and Heat Production,98,57,0,0,13,0,1,13,0,0,1,0,13,0,2,24,5,8,4,0,7,1,1,8,4,0,0,0,0,0,2,"17,955","4,780",NA,NA,"17,955","4,780",NA,NA,"109,058","117,685","1,199,636","1,294,537",188,5,NA,NA,"-2,115","-307,043",1,"-3,386","-491,627",1,Low,NA,74,1,100,99,100,100,100,https://www.eib.org/attachments/fi/cab-statement-2017.pdf; https://www.eib.org/attachments/fi/eib-cab-framework-31-12-2018-signed_secured.pdf; https://www.eib.org/attachments/fi/eib-cab-framework-2019.pdf; https://www.eib.org/attachments/fi/cab-allocation-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-impact-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-allocation-report-H1-2021.xlsx
DE000A3E5L98,0.25% SNR NTS 08/06/2028 EUR1000 'REGS',NA,EWE Aktiengesellschaft,Utilities,Germany,08/06/2021,14/06/2022,14/06/2022,500,EUR,1.13,8/6/2028,0.25,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,23,0,0,76,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,588",NA,NA,NA,"1,588",NA,NA,NA,"1,944","3,132","15,555","25,056",26,NA,NA,NA,-185,"-105,027",0,"-5,513","-3,124,935",1,Moderate,NA,87,0,94,75,100,100,100,https://www.ewe.com/-/media/ewecom/downloads/investor-relations/anleihen-und-rating/220419_green_bond_report.pdf
XS2241825111,1.375% GTD SNR EMTN 07/10/30 EUR100000'4,NA,Global Switch Finance B.V.,Industrials,Netherlands,07/10/2020,31/05/2022,31/05/2022,700,EUR,1.16,7/10/1930,1.38,Green,0,83,17,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,"130,154",NA,NA,NA,"130,154",NA,NA,925,"13,175","10,179","144,928",NA,8,NA,NA,-4,"-3,466",1,NA,NA,NA,Moderate,NA,86,1,93,100,100,100,71,https://www.globalswitch.us/media/ijgjdvno/gshl-green-bond-allocation-report-october-2021.pdf
FR0014004EF7,0.75% T3 BDS 07/07/2028 EUR100000 'REGS',227990,Groupama Assurances Mutuelles,Financials,France,07/07/2021,14/06/2022,14/06/2022,500,EUR,1.13,7/7/2028,0.75,Green,0,0,0,0,0,0,100,Others Green,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,0,70,50,100,100,29,https://www.groupama.com/app/uploads/2021/07/2021_July_PR_Groupama_Green-bond.pdf; https://www.groupama.com/app/uploads/2021/06/Groupama-Green-Bond-Framework.pdf
XS1575444622,1% GTD SNR EMTN 07/03/2025 EUR100000'117,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,07/03/2017,01/06/2022,01/06/2022,1000,EUR,1.15,7/3/2025,1,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,397",NA,NA,NA,"8,397",NA,NA,NA,"11,394","16,872","102,550","151,847",29,NA,NA,NA,-381,"-438,214",1,-300,"-241,600",1,Moderate,50,87,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1490726590,0.375% GTD SNR EMTN 15/09/2025 EUR100000,42800,Iberdrola International B.V.,Financials,Netherlands,15/09/2016,01/06/2022,01/06/2022,700,EUR,1.14,15-09-25,0.38,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,580",NA,NA,NA,"6,580",NA,NA,NA,"14,042","15,013","140,417","150,129",44,NA,NA,NA,-332,"-265,498",1,-174,"-139,567",1,Moderate,50,85,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
